,fantasy,passing,rushing,misc,year,team,"g
                
                                                        
                            games","fpts
                
                                                        
                            fantasy points","fpts/g
                
                                                        
                            fantasy points per game","att
                
                                                        
                            pass attempts","cmp
                
                                                        
                            pass completions","pct
                
                                                        
                            completion percentage","yds
                
                                                        
                            passing yards","avg
                
                                                        
                            average yards per passing attempt","td
                
                                                        
                            touchdown passes","int
                
                                                        
                            interceptions thrown","sck
                
                                                        
                            times sacked","rate
                
                                                        
                            passer rating","att
                
                                                        
                            rushing attempts",player_name
16,373.0,23.3,477,308,64.6,3568,7.5,20,10,33,92.3,154,716,4.65,13,64,32,9,3,Jalen Hurts
